# fit,CoC4-expert-from-agent-project,stored_as,author-fit-P2-04-from-agent-project.xrcx,min_limit,1.600E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
0.399,3.511000E-02,4.167800E-02
0.400,3.416200E-02,4.020700E-02
0.402,3.337500E-02,3.888700E-02
0.403,3.287500E-02,3.776500E-02
0.405,3.252100E-02,3.686800E-02
0.406,3.238300E-02,3.620000E-02
0.408,3.239900E-02,3.574300E-02
0.409,3.242200E-02,3.545700E-02
0.411,3.242800E-02,3.528600E-02
0.412,3.227600E-02,3.516500E-02
0.414,3.194500E-02,3.502600E-02
0.415,3.143100E-02,3.480600E-02
0.417,3.064100E-02,3.445400E-02
0.418,2.963200E-02,3.393700E-02
0.420,2.860600E-02,3.324100E-02
0.421,2.744500E-02,3.237300E-02
0.423,2.637200E-02,3.136300E-02
0.424,2.526000E-02,3.025500E-02
0.426,2.418100E-02,2.910700E-02
0.427,2.335500E-02,2.798000E-02
0.429,2.259900E-02,2.693600E-02
0.430,2.216200E-02,2.603000E-02
0.432,2.194600E-02,2.530200E-02
0.433,2.189200E-02,2.477800E-02
0.435,2.208300E-02,2.446200E-02
0.436,2.236000E-02,2.434000E-02
0.438,2.276200E-02,2.437900E-02
0.439,2.303400E-02,2.453200E-02
0.441,2.321800E-02,2.474100E-02
0.442,2.327200E-02,2.494600E-02
0.444,2.311700E-02,2.508700E-02
0.445,2.270500E-02,2.511400E-02
0.447,2.204800E-02,2.498600E-02
0.448,2.126700E-02,2.468200E-02
0.450,2.032200E-02,2.419600E-02
0.451,1.927200E-02,2.354000E-02
0.453,1.822700E-02,2.274600E-02
0.454,1.726200E-02,2.185500E-02
0.456,1.638100E-02,2.092200E-02
0.457,1.569600E-02,2.000400E-02
0.459,1.519100E-02,1.915500E-02
0.460,1.492800E-02,1.842600E-02
0.462,1.487200E-02,1.785700E-02
0.463,1.503200E-02,1.747100E-02
0.465,1.534500E-02,1.727800E-02
0.466,1.573700E-02,1.726900E-02
0.468,1.615000E-02,1.742000E-02
0.469,1.655200E-02,1.769200E-02
0.471,1.686600E-02,1.803800E-02
0.472,1.704700E-02,1.840300E-02
0.474,1.711900E-02,1.873300E-02
0.475,1.701600E-02,1.897700E-02
0.477,1.675300E-02,1.909300E-02
0.478,1.627800E-02,1.905200E-02
0.480,1.569500E-02,1.883800E-02
0.481,1.497500E-02,1.845300E-02
0.483,1.414700E-02,1.791100E-02
0.484,1.323600E-02,1.724300E-02
0.486,1.240100E-02,1.648700E-02
0.487,1.170100E-02,1.569200E-02
0.489,1.105500E-02,1.490600E-02
0.490,1.055500E-02,1.418100E-02
0.492,1.027600E-02,1.356000E-02
0.493,1.024500E-02,1.308000E-02
0.495,1.037700E-02,1.276600E-02
0.496,1.066600E-02,1.262800E-02
0.498,1.112400E-02,1.266300E-02
0.499,1.163900E-02,1.285300E-02
0.501,1.222700E-02,1.316700E-02
0.502,1.273300E-02,1.356400E-02
0.504,1.315700E-02,1.399900E-02
0.505,1.340300E-02,1.442200E-02
0.507,1.350500E-02,1.478700E-02
0.508,1.348400E-02,1.505100E-02
0.510,1.323500E-02,1.518100E-02
0.511,1.279200E-02,1.515400E-02
0.513,1.222000E-02,1.496100E-02
0.514,1.153500E-02,1.460600E-02
0.516,1.075900E-02,1.410800E-02
0.517,9.957600E-03,1.349600E-02
0.519,9.167100E-03,1.281000E-02
0.520,8.514300E-03,1.209500E-02
0.522,7.946900E-03,1.139700E-02
0.523,7.570900E-03,1.076300E-02
0.525,7.402900E-03,1.023300E-02
0.526,7.426700E-03,9.837100E-03
0.528,7.641200E-03,9.597700E-03
0.529,7.969000E-03,9.523400E-03
0.531,8.477200E-03,9.610600E-03
0.532,9.000400E-03,9.843700E-03
0.534,9.576200E-03,1.019700E-02
0.535,1.012000E-02,1.063400E-02
0.537,1.054500E-02,1.111500E-02
0.538,1.097800E-02,1.159600E-02
0.540,1.117600E-02,1.203300E-02
0.541,1.126700E-02,1.238400E-02
0.543,1.114400E-02,1.261700E-02
0.544,1.082100E-02,1.270500E-02
0.546,1.037800E-02,1.263600E-02
0.547,9.742600E-03,1.240700E-02
0.549,9.064800E-03,1.203100E-02
0.550,8.348500E-03,1.152800E-02
0.552,7.628000E-03,1.093200E-02
0.553,6.961300E-03,1.028200E-02
0.555,6.416600E-03,9.619700E-03
0.556,5.980700E-03,8.989600E-03
0.558,5.699200E-03,8.433100E-03
0.559,5.561000E-03,7.985800E-03
0.561,5.623000E-03,7.675500E-03
0.562,5.869800E-03,7.519800E-03
0.564,6.260200E-03,7.525000E-03
0.565,6.769400E-03,7.685700E-03
0.567,7.335300E-03,7.985000E-03
0.568,7.961600E-03,8.396200E-03
0.570,8.535600E-03,8.884400E-03
0.571,9.043700E-03,9.408800E-03
0.573,9.429500E-03,9.926500E-03
0.574,9.684700E-03,1.039500E-02
0.576,9.774900E-03,1.077500E-02
0.577,9.715000E-03,1.103500E-02
0.579,9.469300E-03,1.115200E-02
0.580,9.099700E-03,1.111300E-02
0.582,8.563900E-03,1.091700E-02
0.583,7.936300E-03,1.057500E-02
0.585,7.269400E-03,1.010800E-02
0.586,6.558400E-03,9.545300E-03
0.588,5.914100E-03,8.924300E-03
0.589,5.319300E-03,8.286000E-03
0.591,4.855700E-03,7.673100E-03
0.592,4.541700E-03,7.126200E-03
0.594,4.365200E-03,6.681600E-03
0.595,4.417900E-03,6.368400E-03
0.597,4.630200E-03,6.206400E-03
0.598,4.998200E-03,6.204900E-03
0.600,5.511600E-03,6.362000E-03
0.601,6.120800E-03,6.664600E-03
0.603,6.816000E-03,7.089100E-03
0.604,7.507700E-03,7.603600E-03
0.606,8.129500E-03,8.169400E-03
0.607,8.653900E-03,8.744400E-03
0.609,9.027700E-03,9.285900E-03
0.610,9.248600E-03,9.753400E-03
0.612,9.292000E-03,1.011200E-02
0.613,9.108000E-03,1.033400E-02
0.615,8.818400E-03,1.040100E-02
0.616,8.353300E-03,1.030700E-02
0.618,7.797500E-03,1.005600E-02
0.619,7.136800E-03,9.661400E-03
0.621,6.425600E-03,9.149600E-03
0.622,5.705700E-03,8.553500E-03
0.624,5.022400E-03,7.912300E-03
0.625,4.445300E-03,7.269100E-03
0.627,4.000400E-03,6.667300E-03
0.628,3.693000E-03,6.148000E-03
0.630,3.590000E-03,5.746800E-03
0.631,3.664200E-03,5.491100E-03
0.633,3.919600E-03,5.398200E-03
0.634,4.315300E-03,5.474400E-03
0.636,4.877500E-03,5.714300E-03
0.637,5.530700E-03,6.101800E-03
0.639,6.210400E-03,6.610800E-03
0.640,6.944200E-03,7.207400E-03
0.642,7.647800E-03,7.852000E-03
0.643,8.287900E-03,8.501300E-03
0.645,8.780800E-03,9.111400E-03
0.646,9.094200E-03,9.640300E-03
0.648,9.257800E-03,1.005100E-02
0.649,9.216500E-03,1.031400E-02
0.651,8.938500E-03,1.041100E-02
0.652,8.524800E-03,1.033200E-02
0.654,7.948600E-03,1.008200E-02
0.655,7.283900E-03,9.675500E-03
0.657,6.531400E-03,9.139300E-03
0.658,5.754900E-03,8.508000E-03
0.660,5.062400E-03,7.823500E-03
0.661,4.407300E-03,7.131700E-03
0.663,3.887800E-03,6.479800E-03
0.664,3.529600E-03,5.913400E-03
0.666,3.367100E-03,5.473200E-03
0.667,3.434100E-03,5.192200E-03
0.669,3.672800E-03,5.093300E-03
0.670,4.110400E-03,5.187400E-03
0.672,4.725300E-03,5.472300E-03
0.673,5.502400E-03,5.933000E-03
0.675,6.363400E-03,6.542100E-03
0.676,7.241100E-03,7.262100E-03
0.678,8.102800E-03,8.047700E-03
0.679,8.899000E-03,8.849100E-03
0.681,9.603600E-03,9.615100E-03
0.682,1.010900E-02,1.029700E-02
0.684,1.042800E-02,1.084900E-02
0.685,1.049900E-02,1.123700E-02
0.687,1.035700E-02,1.143400E-02
0.688,1.002100E-02,1.142500E-02
0.690,9.429100E-03,1.121200E-02
0.691,8.706600E-03,1.080600E-02
0.693,7.870000E-03,1.023300E-02
0.694,6.999300E-03,9.532200E-03
0.696,6.089800E-03,8.749600E-03
0.697,5.253600E-03,7.938900E-03
0.699,4.505500E-03,7.156300E-03
0.700,3.951000E-03,6.457800E-03
0.702,3.575100E-03,5.895100E-03
0.703,3.462700E-03,5.512400E-03
0.705,3.624300E-03,5.343500E-03
0.706,3.993400E-03,5.409000E-03
0.708,4.631500E-03,5.715200E-03
0.709,5.457400E-03,6.252700E-03
0.711,6.451900E-03,6.997100E-03
0.712,7.526600E-03,7.909700E-03
0.714,8.681200E-03,8.940100E-03
0.715,9.839700E-03,1.002900E-02
0.717,1.090100E-02,1.111200E-02
0.718,1.178500E-02,1.212400E-02
0.720,1.248100E-02,1.300400E-02
0.721,1.287200E-02,1.369700E-02
0.723,1.298600E-02,1.415900E-02
0.724,1.281700E-02,1.436100E-02
0.726,1.234400E-02,1.429000E-02
0.727,1.167400E-02,1.395000E-02
0.729,1.075100E-02,1.336300E-02
0.730,9.760000E-03,1.256700E-02
0.732,8.626700E-03,1.161600E-02
0.733,7.471700E-03,1.057600E-02
0.735,6.448800E-03,9.519600E-03
0.736,5.536000E-03,8.526200E-03
0.738,4.883200E-03,7.673300E-03
0.739,4.500900E-03,7.032900E-03
0.741,4.505000E-03,6.666700E-03
0.742,4.889300E-03,6.621400E-03
0.744,5.627600E-03,6.924800E-03
0.745,6.709300E-03,7.583500E-03
0.747,8.094600E-03,8.581800E-03
0.748,9.733900E-03,9.881400E-03
0.750,1.155400E-02,1.142400E-02
0.751,1.337900E-02,1.313300E-02
0.753,1.521800E-02,1.492000E-02
0.754,1.693800E-02,1.668700E-02
0.756,1.849700E-02,1.833500E-02
0.757,1.973200E-02,1.977100E-02
0.759,2.051700E-02,2.090800E-02
0.760,2.093000E-02,2.167800E-02
0.762,2.086000E-02,2.203300E-02
0.763,2.031800E-02,2.194800E-02
0.765,1.930600E-02,2.142800E-02
0.766,1.795800E-02,2.050400E-02
0.768,1.636300E-02,1.924000E-02
0.769,1.461800E-02,1.772600E-02
0.771,1.282500E-02,1.607600E-02
0.772,1.116500E-02,1.442300E-02
0.774,9.772100E-03,1.291100E-02
0.775,8.721800E-03,1.168700E-02
0.777,8.285200E-03,1.089000E-02
0.778,8.440300E-03,1.064300E-02
0.780,9.424200E-03,1.104000E-02
0.781,1.116600E-02,1.214300E-02
0.783,1.374500E-02,1.397200E-02
0.784,1.706100E-02,1.650200E-02
0.786,2.090800E-02,1.966200E-02
0.787,2.525100E-02,2.334100E-02
0.789,2.979100E-02,2.738300E-02
0.790,3.445000E-02,3.160800E-02
0.792,3.892800E-02,3.581000E-02
0.793,4.311200E-02,3.977400E-02
0.795,4.667200E-02,4.328800E-02
0.796,4.953000E-02,4.615600E-02
0.798,5.144100E-02,4.820800E-02
0.799,5.220700E-02,4.931700E-02
0.801,5.188100E-02,4.941100E-02
0.802,5.037900E-02,4.848400E-02
0.804,4.797300E-02,4.660800E-02
0.805,4.462700E-02,4.393800E-02
0.807,4.077400E-02,4.072700E-02
0.808,3.690400E-02,3.732000E-02
0.810,3.333800E-02,3.415800E-02
0.811,3.060600E-02,3.176400E-02
0.813,2.930000E-02,3.071900E-02
0.814,3.005600E-02,3.163500E-02
0.816,3.344400E-02,3.510500E-02
0.817,3.998500E-02,4.166200E-02
0.819,5.009400E-02,5.171900E-02
0.820,6.415600E-02,6.553400E-02
0.822,8.196000E-02,8.316900E-02
0.823,1.034100E-01,1.044700E-01
0.825,1.280300E-01,1.290900E-01
0.826,1.550500E-01,1.564500E-01
0.828,1.841700E-01,1.858500E-01
0.829,2.144600E-01,2.164700E-01
0.831,2.450000E-01,2.474500E-01
0.832,2.754400E-01,2.779500E-01
0.834,3.045500E-01,3.072300E-01
0.835,3.323300E-01,3.346600E-01
0.837,3.573600E-01,3.597500E-01
0.838,3.795700E-01,3.821700E-01
0.840,3.987300E-01,4.017200E-01
0.841,4.144400E-01,4.183200E-01
0.843,4.274700E-01,4.319900E-01
0.844,4.375700E-01,4.428200E-01
0.846,4.456200E-01,4.509600E-01
0.847,4.511000E-01,4.565500E-01
0.849,4.550300E-01,4.597700E-01
0.850,4.568000E-01,4.607900E-01
0.852,4.563700E-01,4.597800E-01
0.853,4.537600E-01,4.568900E-01
0.855,4.487000E-01,4.522500E-01
0.856,4.422900E-01,4.460000E-01
0.858,4.340800E-01,4.382300E-01
0.859,4.248200E-01,4.290500E-01
0.861,4.139100E-01,4.185400E-01
0.862,4.017800E-01,4.067600E-01
0.864,3.886900E-01,3.937700E-01
0.865,3.740600E-01,3.796300E-01
0.867,3.581400E-01,3.644100E-01
0.868,3.407900E-01,3.481400E-01
0.870,3.230300E-01,3.309100E-01
0.871,3.046200E-01,3.127900E-01
0.873,2.855000E-01,2.938600E-01
0.874,2.657700E-01,2.742400E-01
0.876,2.454500E-01,2.540500E-01
0.877,2.250500E-01,2.334500E-01
0.879,2.040500E-01,2.126200E-01
0.880,1.830400E-01,1.917600E-01
0.882,1.622400E-01,1.711300E-01
0.883,1.422100E-01,1.509800E-01
0.885,1.231900E-01,1.315800E-01
0.886,1.051300E-01,1.132200E-01
0.888,8.877000E-02,9.617100E-02
0.889,7.406800E-02,8.066100E-02
0.891,6.115200E-02,6.689200E-02
0.892,5.012800E-02,5.500500E-02
0.894,4.101300E-02,4.507500E-02
0.895,3.398200E-02,3.710600E-02
0.897,2.873200E-02,3.103200E-02
0.898,2.505800E-02,2.671800E-02
0.900,2.297200E-02,2.397200E-02
0.901,2.196700E-02,2.255600E-02
0.903,2.184000E-02,2.220100E-02
0.904,2.230200E-02,2.262600E-02
0.906,2.320700E-02,2.355100E-02
0.907,2.421000E-02,2.471800E-02
0.909,2.512700E-02,2.589800E-02
0.910,2.586500E-02,2.690000E-02
0.912,2.633800E-02,2.758000E-02
0.913,2.631500E-02,2.783900E-02
0.915,2.585400E-02,2.762300E-02
0.916,2.502000E-02,2.692100E-02
0.918,2.373300E-02,2.575500E-02
0.919,2.214800E-02,2.418100E-02
0.921,2.030800E-02,2.227500E-02
0.922,1.838800E-02,2.013100E-02
0.924,1.637000E-02,1.785200E-02
0.925,1.436400E-02,1.554500E-02
0.927,1.250800E-02,1.330900E-02
0.928,1.079100E-02,1.123700E-02
0.930,9.338200E-03,9.404100E-03
0.931,8.097500E-03,7.866200E-03
0.933,7.173700E-03,6.659200E-03
0.934,6.582800E-03,5.798200E-03
0.936,6.315100E-03,5.278500E-03
0.937,6.279100E-03,5.077700E-03
0.939,6.436300E-03,5.158400E-03
0.940,6.808100E-03,5.471400E-03
0.942,7.275100E-03,5.958800E-03
0.943,7.772500E-03,6.558200E-03
0.945,8.261700E-03,7.206300E-03
0.946,8.750800E-03,7.842400E-03
0.948,9.137000E-03,8.412200E-03
0.949,9.427100E-03,8.869900E-03
0.951,9.617500E-03,9.180400E-03
0.952,9.578800E-03,9.320700E-03
0.954,9.387300E-03,9.280200E-03
0.955,9.033600E-03,9.059900E-03
0.957,8.550900E-03,8.672000E-03
0.958,7.953400E-03,8.138200E-03
0.960,7.271600E-03,7.487600E-03
0.961,6.582100E-03,6.754700E-03
0.963,5.865400E-03,5.977300E-03
0.964,5.179400E-03,5.193900E-03
0.966,4.541700E-03,4.441700E-03
0.967,3.993200E-03,3.754200E-03
0.969,3.520600E-03,3.159800E-03
0.970,3.155200E-03,2.680300E-03
0.972,2.924700E-03,2.329700E-03
0.973,2.802800E-03,2.113800E-03
0.975,2.787400E-03,2.030600E-03
0.976,2.841200E-03,2.070700E-03
0.978,2.986400E-03,2.218200E-03
0.979,3.179000E-03,2.452300E-03
0.981,3.452100E-03,2.748500E-03
0.982,3.704200E-03,3.080300E-03
0.984,3.945300E-03,3.420700E-03
0.985,4.179600E-03,3.743900E-03
0.987,4.381000E-03,4.026500E-03
0.988,4.549200E-03,4.248700E-03
0.990,4.564600E-03,4.395700E-03
0.991,4.564600E-03,4.457600E-03
0.993,4.509900E-03,4.430600E-03
0.994,4.348500E-03,4.316000E-03
0.996,4.104300E-03,4.120700E-03
0.997,3.816200E-03,3.856000E-03
0.999,3.520200E-03,3.536600E-03
1.000,3.182500E-03,3.180200E-03
1.002,2.843000E-03,2.805500E-03
1.003,2.537300E-03,2.431900E-03
1.005,2.243500E-03,2.077700E-03
1.006,1.973200E-03,1.759300E-03
1.008,1.777800E-03,1.490600E-03
1.009,1.635300E-03,1.282100E-03
1.011,1.532100E-03,1.140400E-03
1.012,1.495600E-03,1.068000E-03
1.014,1.506600E-03,1.063500E-03
1.015,1.586100E-03,1.121700E-03
1.017,1.679600E-03,1.234000E-03
1.018,1.798400E-03,1.389200E-03
1.020,1.936100E-03,1.574000E-03
1.021,2.049400E-03,1.774100E-03
1.023,2.177200E-03,1.974800E-03
1.024,2.278900E-03,2.162000E-03
1.026,2.359000E-03,2.323100E-03
1.027,2.414600E-03,2.447500E-03
1.029,2.435200E-03,2.527300E-03
1.030,2.409300E-03,2.557600E-03
1.032,2.358100E-03,2.536400E-03
1.033,2.266100E-03,2.465100E-03
1.035,2.147800E-03,2.347800E-03
1.036,1.997400E-03,2.191300E-03
1.038,1.821300E-03,2.004400E-03
1.039,1.664700E-03,1.797300E-03
1.041,1.480700E-03,1.581200E-03
1.042,1.325000E-03,1.367600E-03
1.044,1.179200E-03,1.167100E-03
1.045,1.059700E-03,9.894500E-04
1.047,9.846300E-04,8.426800E-04
1.048,9.251200E-04,7.327500E-04
1.050,9.308300E-04,6.633300E-04
1.051,9.341200E-04,6.356800E-04
1.053,9.729900E-04,6.486600E-04
1.054,1.047600E-03,6.988700E-04
1.056,1.127400E-03,7.809600E-04
1.057,1.221600E-03,8.879400E-04
1.059,1.303700E-03,1.011600E-03
1.060,1.390600E-03,1.143200E-03
1.062,1.456100E-03,1.273500E-03
1.063,1.501800E-03,1.394000E-03
1.065,1.518000E-03,1.496900E-03
1.066,1.531000E-03,1.575800E-03
1.068,1.520400E-03,1.625800E-03
1.069,1.495400E-03,1.644000E-03
1.071,1.465700E-03,1.629300E-03
1.072,1.406700E-03,1.582700E-03
1.074,1.332500E-03,1.506800E-03
1.075,1.245100E-03,1.406000E-03
1.077,1.144300E-03,1.285800E-03
1.078,1.045200E-03,1.152900E-03
1.080,9.367600E-04,1.014400E-03
1.081,8.476100E-04,8.777500E-04
1.083,7.729500E-04,7.499000E-04
1.084,7.075100E-04,6.372100E-04
1.086,6.618400E-04,5.449700E-04
1.087,6.460200E-04,4.772000E-04
1.089,6.477800E-04,4.363800E-04
1.090,6.666700E-04,4.234100E-04
1.092,6.932400E-04,4.375300E-04
1.093,7.389100E-04,4.764800E-04
1.095,8.028100E-04,5.366000E-04
1.096,8.555100E-04,6.131500E-04
1.098,9.130400E-04,7.005600E-04
1.099,9.653000E-04,7.928100E-04
1.101,1.016900E-03,8.837900E-04
1.102,1.056200E-03,9.676400E-04
1.104,1.071600E-03,1.039100E-03
1.105,1.065700E-03,1.093800E-03
1.107,1.045000E-03,1.128300E-03
1.108,1.018000E-03,1.140600E-03
1.110,9.787000E-04,1.130000E-03
1.111,9.207300E-04,1.097000E-03
1.113,8.517800E-04,1.043500E-03
1.114,7.892000E-04,9.727000E-04
1.116,7.274900E-04,8.884700E-04
1.117,6.537100E-04,7.955800E-04
1.119,5.884900E-04,6.991300E-04
1.120,5.259100E-04,6.043300E-04
1.122,4.855100E-04,5.161400E-04
1.123,4.569600E-04,4.390300E-04
1.125,4.347800E-04,3.767200E-04
1.126,4.339000E-04,3.320000E-04
1.128,4.473000E-04,3.065800E-04
1.129,4.806800E-04,3.010400E-04
1.131,5.138300E-04,3.148300E-04
1.132,5.606100E-04,3.462600E-04
1.134,6.087000E-04,3.927100E-04
1.135,6.570000E-04,4.507300E-04
1.137,6.976300E-04,5.162900E-04
1.138,7.378100E-04,5.850100E-04
1.140,7.654800E-04,6.524500E-04
1.141,7.793100E-04,7.143300E-04
1.143,7.920500E-04,7.668200E-04
1.144,7.896300E-04,8.067200E-04
1.146,7.700900E-04,8.316500E-04
1.147,7.329800E-04,8.401500E-04
1.149,7.110200E-04,8.317400E-04
1.150,6.638100E-04,8.069200E-04
1.152,6.168200E-04,7.671200E-04
1.153,5.586300E-04,7.146100E-04
1.155,5.133900E-04,6.523100E-04
1.156,4.697000E-04,5.836800E-04
1.158,4.154600E-04,5.125000E-04
1.159,3.829600E-04,4.426300E-04
1.161,3.451900E-04,3.777900E-04
1.162,3.280600E-04,3.213500E-04
1.164,3.192800E-04,2.761100E-04
1.165,3.177400E-04,2.441600E-04
1.167,3.291600E-04,2.267900E-04
1.168,3.610000E-04,2.243800E-04
1.170,3.965700E-04,2.364900E-04
1.171,4.367600E-04,2.618600E-04
1.173,4.795800E-04,2.985000E-04
1.174,5.237100E-04,3.438300E-04
1.176,5.573100E-04,3.948200E-04
1.177,5.808100E-04,4.482000E-04
1.179,6.133100E-04,5.005800E-04
1.180,6.198900E-04,5.487200E-04
1.182,6.212100E-04,5.896700E-04
1.183,6.163800E-04,6.209300E-04
1.185,6.089100E-04,6.406400E-04
1.186,5.917900E-04,6.476300E-04
1.188,5.397400E-04,6.414900E-04
1.189,5.079000E-04,6.225900E-04
1.191,4.659600E-04,5.920400E-04
1.192,4.185300E-04,5.515800E-04
1.194,3.768100E-04,5.035100E-04
1.195,3.307000E-04,4.505400E-04
1.197,3.089600E-04,3.955900E-04
1.198,2.834900E-04,3.417000E-04
1.200,2.626300E-04,2.917600E-04
1.201,2.498900E-04,2.483800E-04
1.203,2.426400E-04,2.137800E-04
1.204,2.494500E-04,1.895900E-04
1.206,2.646000E-04,1.768600E-04
1.207,2.839300E-04,1.759300E-04
1.209,3.201600E-04,1.864900E-04
1.210,3.482600E-04,2.075500E-04
1.212,3.888900E-04,2.375500E-04
1.213,4.209500E-04,2.744300E-04
1.215,4.530100E-04,3.157700E-04
1.216,4.826500E-04,3.589300E-04
1.218,4.984600E-04,4.012200E-04
1.219,5.261300E-04,4.400500E-04
1.221,5.169100E-04,4.730600E-04
1.222,5.155900E-04,4.982900E-04
1.224,4.927500E-04,5.142500E-04
1.225,4.694800E-04,5.199900E-04
1.227,4.376400E-04,5.151700E-04
1.228,3.987700E-04,5.000800E-04
1.230,3.724200E-04,4.755800E-04
1.231,3.276200E-04,4.430600E-04
1.233,2.885400E-04,4.043700E-04
1.234,2.481300E-04,3.616900E-04
1.236,2.204700E-04,3.174000E-04
1.237,1.952100E-04,2.739400E-04
1.239,1.734700E-04,2.336600E-04
1.240,1.708400E-04,1.986900E-04
1.242,1.745700E-04,1.708300E-04
1.243,1.877500E-04,1.514400E-04
1.245,2.040000E-04,1.413900E-04
1.246,2.239800E-04,1.409700E-04
1.248,2.564800E-04,1.499700E-04
1.249,2.841500E-04,1.676000E-04
1.251,3.142300E-04,1.926100E-04
1.252,3.506800E-04,2.233500E-04
1.254,3.739600E-04,2.578500E-04
1.255,3.919600E-04,2.939500E-04
1.257,4.040400E-04,3.294700E-04
1.258,4.180900E-04,3.622400E-04
1.260,4.222700E-04,3.903300E-04
1.261,4.101900E-04,4.120700E-04
1.263,4.053600E-04,4.261800E-04
1.264,3.917400E-04,4.318500E-04
1.266,3.645100E-04,4.287200E-04
1.267,3.361900E-04,4.169900E-04
1.269,3.089600E-04,3.973100E-04
1.270,2.793100E-04,3.708100E-04
1.272,2.391300E-04,3.389800E-04
1.273,2.108000E-04,3.036100E-04
1.275,1.866500E-04,2.666900E-04
1.276,1.642500E-04,2.302400E-04
1.278,1.462400E-04,1.962800E-04
1.279,1.315300E-04,1.666400E-04
1.281,1.348300E-04,1.428600E-04
1.282,1.438300E-04,1.261600E-04
1.284,1.541500E-04,1.172900E-04
1.285,1.717200E-04,1.166000E-04
